name,highway,id
Гуммолосаровская улица,residential,104721254
улица Герцена,residential,104721255
улица Лассаля,residential,104721256
улица Льва Толстого,residential,104721257
Успенская улица,residential,104994032
Родниковый переулок,residential,104994281
Шуваловская улица,residential,104994285
Батальонная улица,residential,104994286
1-й Озерковский переулок,residential,105053150
Кузнецовский переулок,residential,105060635
2-я линия,residential,105070701
Арсенальная улица,residential,105070718
Арсенальная улица,residential,105070721
Ново-Нарвское шоссе,residential,105197587
Железнодорожная улица,residential,105197648
переулок Кшесинской,residential,105197666
Совхозная улица,residential,105197761
Горчаковская улица,residential,105197837
Горчаковская улица,residential,105197919
площадь Свободы,secondary,105257740
улица Григорьева,residential,105257743
Садовая улица,residential,105257745
улица Воскова,secondary,105257747
Цемяночная улица,residential,105257752
Боровая улица,tertiary,105264302
Боровая улица,tertiary,105264306
Черниговская улица,tertiary,105266689
Институтская улица,residential,105269503
2-я Краснофлотская улица,residential,105466949
улица Матросова,residential,105466950
улица Чернышевского,residential,105466951
улица Круглый Пруд,residential,105466955
Горная улица,residential,105480712
Старцева улица,residential,105521757
улица Маршала Новикова,unclassified,105586778
Еленинский переулок,unclassified,105747281
Зелёная улица,living_street,105764531
улица Вернадского,residential,105764623
Озерковский проспект,living_street,105922428
Экипажный переулок,residential,106291442
Кривоносовский переулок,residential,106291444
Александровская улица,residential,106291445
улица Связи,residential,106291446
1-й Широкий переулок,residential,106291448
Пионерская улица,residential,106291449
Ивовый переулок,residential,106291450
Межевая улица,residential,106291451
Териокская улица,residential,106291452
Полевая улица,residential,106291454
Калиновая улица,residential,106291455
Деповский переулок,residential,106291457
Морская улица,residential,106291458
2-й Загородный переулок,residential,106291459
Фиалковая улица,residential,106291460
1-й Торфяной переулок,residential,106291463
4-я Пляжевая улица,residential,106291464
1-й Межевой переулок,residential,106291465
Новая улица,residential,106291466
Узкая улица,residential,106291467
Аптечная улица,residential,106291468
1-я Пляжевая улица,residential,106291469
2-й Межевой переулок,residential,106291470
Горная улица,residential,106291471
1-й Путейский переулок,residential,106291472
Пограничная улица,residential,106291473
Ландышевая улица,residential,106291474
Липовая улица,residential,106291476
2-я Пляжевая улица,residential,106291477
Артиллерийская улица,residential,106291479
Купальная улица,residential,106291480
2-й Путейский переулок,residential,106291481
Уютная аллея,residential,106291482
2-й Широкий переулок,residential,106291483
Лиственная улица,residential,106291484
Приморская улица,residential,106291485
Десантная улица,residential,106291486
Средняя улица,residential,106291487
Ломаная улица,residential,106291489
Садовая улица,residential,106291490
Гражданская улица,residential,106291491
Красный переулок,residential,106291492
Хвойная улица,residential,106291494
Спортивная улица,residential,106291495
Мостовая улица,residential,106291496
1-я Лесная улица,residential,106291499
Прямая улица,residential,106291500
Сосновый переулок,residential,106291501
Лиственный переулок,residential,106291504
Нижняя улица,residential,106291505
Чистяковская улица,residential,106377321
проспект Пятилеток,tertiary,106546414
Стародеревенская улица,tertiary,106573698
Песочная улица,residential,106613880
Советская улица,residential,106746026
Взлётная улица,residential,106839537
Взлётная улица,residential,106839539
Кольская улица,residential,106982939
улица Шостаковича,secondary,107042489
Парковая улица,tertiary,107042508
улица Симонова,secondary,107042515
улица Шостаковича,secondary,107042525
Зелёная улица,residential,107095552
улица Освобождения,residential,107095555
Нагорная улица,residential,107095560
Кировская улица,residential,107095563
Карьерный проезд,residential,107095565
улица Равенства,residential,107095567
улица Андреева,residential,107096073
улица Левитана,residential,107096788
Железнодорожный переулок,residential,107177487
Северный проспект,secondary,107269536
Северный проспект,secondary,107269537
бульвар Красных Зорь,tertiary,107401783
бульвар Красных Зорь,tertiary,107401785
2-я Комсомольская улица,residential,107570188
Белоостровская улица,tertiary,107819464
Железнодорожная улица,residential,107945223
Речной переулок,residential,107957319
сдт «Звёздочка» 8-я линия,residential,107996415
сдт Павловское-1 1-я линия,residential,107996428
сдт Павловское-1 12-я линия,residential,107996439
сдт Павловское-2 Главная линия,residential,107996441
сдт Павловское-2 Средняя линия,residential,107996445
сдт «Звёздочка» 6-я линия,residential,107996468
сдт «Звёздочка» 14-я линия,residential,107996474
сдт «Звёздочка» 4-я линия,residential,107996499
сдт Павловское-2 0-я линия,tertiary,107996502
сдт Павловское-1 10-я линия,residential,107996505
сдт Павловское-1 4-я линия,residential,107996531
сдт «Звёздочка» 12-я линия,residential,107996552
сдт Павловское-1 8-я линия,residential,107996563
сдт «Звёздочка» 1-я линия,residential,107996571
сдт Павловское-1 2-я линия,residential,107996587
сдт «Звёздочка» 5-я линия,residential,107996632
сдт Павловское-1 6-я линия,residential,107996634
Берёзовая линия,residential,107996636
сдт «Звёздочка» Цветочная линия,residential,107996639
сдт Павловское-1 11-я линия,residential,107996651
сдт «Звёздочка» 2-я линия,residential,107996657
сдт «Звёздочка» 10-я линия,residential,107996660
сдт Павловское-1 5-я линия,residential,107996666
сдт «Звёздочка» Рябиновая линия,residential,107996668
сдт Павловское-1 9-я линия,residential,107996670
сдт Павловское-1 3-я линия,residential,107996679
сдт Павловское-2 Малая линия,residential,107996686
сдт «Звёздочка» 3-я линия,residential,107996687
сдт Павловское-2 Большая линия,residential,107996688
сдт Павловское-1 7-я линия,residential,107996689
Санаторная аллея,residential,108032139
Садовая улица,residential,108065573
Садовая улица,residential,108065574
Вокзальная улица,residential,108245393
Вокзальная улица,residential,108245394
Вокзальная улица,residential,108245398
проспект Ленина,primary,108249871
Приморское шоссе,trunk,108249873
улица Оптиков,secondary,108258555
улица Оптиков,secondary,108258556
Новожиловский проезд,residential,108541210
Новожиловский проезд,residential,108541212
Новожиловский проезд,residential,108541218
Новожиловский проезд,residential,108541223
Арсеньевский переулок,residential,108578275
6-я линия,residential,108636250
Пионерский переулок,residential,108636252
улица Герцена,residential,108636254
Рабочая улица,residential,108636255
Песочный переулок,residential,108636256
улица Дзержинского,residential,108636257
улица Энгельса,residential,108636261
Петергофский переулок,residential,108636262
Сосновая улица,residential,108636265
переулок Зайцева,residential,108636268
Волхонский переулок,residential,108636269
улица Тимирязева,residential,108636270
Черниговский переулок,residential,108636271
Новаторская улица,residential,108636273
Вольновская улица,residential,108636274
5-я линия,residential,108636276
Коммунистическая улица,residential,108636278
Лесной переулок,residential,108636279
переулок Гастелло,residential,108636283
улица Николаева,residential,108636285
улица Свердлова,residential,108636289
Пензенский переулок,residential,108636292
улица Красных Партизан,residential,108636295
улица Розы Люксембург,residential,108636297
Российский переулок,residential,108636299
улица Красных Курсантов,residential,108636300
Советский переулок,residential,108636303
Советская улица,residential,108636305
Дуговая улица,residential,108636309
Рабочая улица,residential,108636310
переулок Володарского,residential,108636312
Ушаковская улица,residential,108636313
Андреевская улица,residential,108636318
Российский бульвар,residential,108636319
Садовая улица,residential,108636321
улица Карла Либкнехта,residential,108636323
улица Марата,residential,108636328
4-я линия,residential,108636332
Новаторская улица,residential,108636334
Сосновый переулок,residential,108636335
улица Воровского,residential,108636337
улица Некрасова,residential,108636338
3-я линия,residential,108636340
улица Мичурина,residential,108636343
Дуговая улица,residential,108636345
улица Кирова,residential,108636348
улица Академика Павлова,residential,108636349
Спортивная улица,residential,108636356
улица Воскова,residential,108636357
Комсомольский переулок,residential,108636363
7-я линия,residential,108636366
Интернациональная улица,residential,108636368
1-я линия,residential,108636371
улица Красина,residential,108636376
Российская улица,residential,108636382
Ленинградская улица,residential,108636385
Социалистическая улица,residential,108636392
Совхозный переулок,residential,108636394
2-я линия,residential,108636395
улица Володарского,residential,108636406
переулок Газа,residential,108636408
улица Огородникова,residential,108636415
Ильинский переулок,residential,108636417
улица Комсомола,residential,108636422
Цимлянский переулок,residential,108636424
Трудовая улица,residential,108636430
Университетский проспект,unclassified,108852804
проспект Славы,primary,109083220
проспект Энгельса,primary,109151046
проспект Энгельса,primary,109151058
Пискарёвский проспект,secondary,109152229
Пискарёвский проспект,secondary,109152230
Пискарёвский проспект,secondary,109152232
Пискарёвский проспект,secondary,109152233
набережная Макарова,secondary,109236659
Огородный переулок,residential,109425478
Огородный переулок,residential,109425480
2-я Конная Лахта,unclassified,109501109
Эмануиловская улица,residential,109729158
набережная реки Мойки,residential,109862301
Певческий мост,residential,109862306
Ленинский проспект,tertiary,110076172
Полевая улица,residential,110086927
Южная улица,residential,110086947
7-я аллея,residential,110086962
Северная улица,residential,110086998
Кооперативная улица,residential,110087012
Берёзовая улица,residential,110087019
Рябиновая улица,residential,110087032
Парнасная улица,residential,110087057
6-я аллея,residential,110087135
улица Михаила Дудина,residential,110087158
1-я аллея,residential,110087172
Лесная улица,residential,110087205
Пригородная улица,residential,110087222
Бугровская улица,residential,110087266
Центральная улица,residential,110087279
Окружная улица,residential,110087292
5-я аллея,residential,110087301
8-я аллея,residential,110087314
Кооперативная улица,residential,110087330
Осиновая улица,residential,110087332
Заводская улица,residential,110087354
Теннисная аллея,unclassified,110458030
набережная Гребного канала,unclassified,110459317
Новоовсянниковская улица,tertiary,110537170
мост Ахмата Кадырова,tertiary,111173807
Приморский путепровод,primary,111381356
улица Карпинского,residential,111447999
Приморский путепровод,primary,111488411
Школьная улица,unclassified,111488413
Приморский путепровод,primary,111488414
улица Савушкина,secondary,111488415
Ставропольский переулок,unclassified,111613683
Железнодорожный проспект,unclassified,111674308
Пограничная улица,unclassified,111697113
Объездная улица,unclassified,111697114
Афанасьевская улица,unclassified,111821508
Коломяжский проспект,primary,111846444
Таврический переулок,residential,112010948
Церковная улица,unclassified,112463717
Ромашковая улица,unclassified,112463718
Огуречная улица,unclassified,112463719
Нагорная улица,unclassified,112463720
Абрикосовая улица,unclassified,112463721
улица 2-я Линия,unclassified,112463722
Царскосельская улица,unclassified,112463724
Рябиновая улица,unclassified,112463725
5-я линия,unclassified,112463729
Кискисарская улица,unclassified,112463730
Фиалковая улица,unclassified,112463732
Розовая улица,unclassified,112463733
Дружная улица,unclassified,112463734
4-я линия,unclassified,112463735
3-я линия,unclassified,112463736
Вишневая улица,unclassified,112463737
Земляничная улица,unclassified,112463738
Офицерская улица,unclassified,112463739
Малая улица,unclassified,112463740
Софийская улица,unclassified,112463741
Садовая улица,unclassified,112463742
Сливовая улица,unclassified,112463743
Грушевая улица,unclassified,112463744
Клубничная улица,unclassified,112463745
Дачная улица,unclassified,112463746
Фермерская улица,unclassified,112463747
7-я линия,unclassified,112463749
Виноградная улица,unclassified,112463750
Долгоозёрная улица,secondary,112476364
Долгоозёрная улица,secondary,112476365
Долгоозёрная улица,secondary,112476366
Долгоозёрная улица,secondary,112476367
Суздальское шоссе,secondary,112711755
Мариинский проезд,residential,112933768
Родниковая улица,residential,113043665
6 линия,residential,113043727
1 линия,residential,113106869
10 линия,residential,113106874
улица Морские Дубки,residential,113378625
Кольцевая улица,residential,113378805
1-я Полянская улица,residential,113379071
1-я Полянская улица,residential,113379157
аллея Мужества,unclassified,113379556
улица Рубинштейна,residential,113517844
Коломяжский путепровод,primary,113523371
улица Матроса Железняка,tertiary,113523376
Песочная улица,residential,113548430
Песочная улица,residential,113548431
Лесной проспект,unclassified,113622297
9 линия,residential,113678405
7 линия,residential,113678410
Полевая улица,residential,113678425
6 линия,residential,113678457
3 линия,residential,113678505
8 линия,residential,113678512
3-я Полянская улица,residential,113868149
Софийская улица,primary,113976853
проспект Александровской Фермы,secondary,113976854
проспект Науки,secondary,114186267
улица Большая Каменка,residential,114468175
Юнтоловская улица,residential,114657166
улица Кайгородова,residential,114657167
Пироговская набережная,primary,114933887
Арсенальная набережная,primary,114933890
Дорога 10,residential,114945914
Западная улица,residential,114945916
Инструментальная улица,residential,114945919
Кольцевая улица,residential,114945921
Железнодорожная улица,residential,114947623
Западная улица,residential,115085353
Биржевая площадь,primary,115212911
Угольная улица,residential,115734632
Угольный переулок,residential,115734633
Ново-Садовая улица,residential,115950331
сдт Павловское-2 3-я линия,residential,115954519
сдт Павловское-2 12-я линия,residential,115954520
сдт Павловское-2 7-я линия,residential,115954521
сдт Павловское-2 4-я линия,residential,115954523
сдт Павловское-2 9-я линия,residential,115954524
сдт Павловское-2 8-я линия,residential,115954527
сдт Павловское-2 13-я линия,residential,115954529
сдт Павловское-2 1-я линия,residential,115954530
сдт Павловское-2 10-я линия,residential,115954532
сдт Павловское-2 5-я линия,residential,115954534
сдт Павловское-2 14-я линия,residential,115954535
сдт Павловское-2 2-я линия,residential,115954536
сдт Павловское-2 6-я линия,residential,115954537
сдт Павловское-2 11-я линия,residential,115954538
проспект Девятого Января,tertiary,115984756
Колхозная улица,residential,116064812
Колхозная улица,residential,116064813
Цветочная улица,residential,116077804
Цветочная улица,residential,116077805
улица Правды,residential,116122079
Суворовская площадь,secondary_link,116391765
улица Куйбышева,secondary,116403863
Кронверкская набережная,secondary,116403865
Александрийское шоссе,residential,116515469
26-27-я линии В.О.,tertiary,116520570
28-29-я линии В.О.,tertiary,116521521
9-я линия В.О.,secondary,116522060
Благодатная улица,secondary,116582889
Митрофаньевский путепровод,primary,116582890
Митрофаньевское шоссе,primary,116582892
Митрофаньевское шоссе,primary,116582893
Митрофаньевский путепровод,primary,116582894
Кубинская улица,primary,116582896
Кубинская улица,primary,116582897
Благодатная улица,primary,116582899
Кубинская улица,primary,116582900
улица Ефимова,tertiary,116630354
1-я аллея,residential,116632845
2-я аллея,residential,116632847
3-я аллея,residential,116632849
4-я линия,residential,116632850
2-я линия,residential,116632852
8-я линия,residential,116632856
6-я линия,residential,116632858
14-я линия,residential,116632860
12-я линия,residential,116632862
10-я линия,residential,116632864
19-я линия,residential,116632867
16-я линия,residential,116632868
24-я линия,residential,116632871
22-я линия,residential,116632876
20-я линия,residential,116632878
26-я линия,residential,116632882
25-я линия,residential,116632883
Военная улица,tertiary,116635116
проспект Патриотов,residential,116722969
Ульяновская улица,tertiary,116788678
проспект Двадцать Пятого Октября,residential,116837976
Швейцарская улица,residential,116893672
«Кола»,primary,117188064
Швейцарская улица,unclassified,117303789
Швейцарская улица,residential,117303790
улица Сафронова,living_street,117305205
Курская улица,tertiary,117329146
улица Федюнинского,secondary,117329455
Новая дорога,unclassified,117351269
улица Беринга,residential,117368288
Садовая улица,unclassified,117453578
набережная реки Карповки,residential,117479865
Белосельский переулок,residential,117483227
2-я аллея,residential,117571747
1-я аллея,residential,117571760
Пироговская набережная,primary,117686706
3-я линия,residential,117751076
Лесная улица,residential,117751078
Благовещенский мост,primary,117802271
Благовещенский мост,primary,117802278
Солнечная улица,residential,117886301
Зимняя улица,residential,117886303
Солнечная улица,residential,117886305
Бакинский проезд,residential,117886307
Летняя улица,residential,117886309
Морозовская улица,residential,117886310
Центральная улица,residential,117886311
Речная улица,residential,117886314
Солнечная улица,residential,117886315
Поселковый мост,unclassified,117886317
Поселковая улица,unclassified,117886319
Осенняя улица,residential,117886320
Заречная улица,residential,117886321
Центральная улица,residential,117886322
Лунная улица,residential,117886323
Центральная улица,residential,117886325
Прибрежная улица,residential,117886327
Красногвардейская площадь,secondary,117932688
Красногвардейская площадь,secondary,117932689
Новочеркасский проспект,secondary,117932691
Корженевская улица,residential,117958433
Красноармейская улица,residential,117958434
Горская улица,residential,117958437
Ивановская улица,residential,117958439
Трудовой переулок,residential,117958441
Сестрорецкая улица,residential,117958442
Железнодорожная улица,residential,117958444
Средний проспект,residential,117958445
Ульяновская улица,tertiary,117966619
Соловьиная улица,residential,118159317
проспект Энгельса,primary,118372871
проспект Энгельса,primary,118372875
Малоохтинский проспект,primary,118395977
Малоохтинский проспект,primary,118395978
Нагорная улица,residential,118398933
Нагорная улица,residential,118400027
Малоохтинская набережная,primary,118512698
Малоохтинская набережная,primary,118512699
Малоохтинский проспект,primary,118512700
Малоохтинский проспект,primary,118512701
Свердловская набережная,primary,118523899
Свердловская набережная,primary,118523901
Пискарёвский проспект,primary,118523902
Челябинская улица,tertiary,118656355
Швейцарская улица,residential,118667168
Ольховая улица,residential,118694409
улица Братьев Горкушенко,tertiary,118737338
28-я линия,residential,118768992
Суздальский проспект,secondary,118876870
Суздальское шоссе,secondary,118878234
Суздальское шоссе,secondary,118878235
Суздальское шоссе,secondary,118878237
Суздальское шоссе,secondary,118878238
Шуваловский путепровод,secondary,118878239
Шуваловский путепровод,secondary,118878240
Суздальское шоссе,secondary,118878241
Парковая улица,unclassified,119015391
проспект Будённого,secondary,119140703
проспект Будённого,secondary,119140704
Волхонское шоссе,secondary,119145170
Красносельское шоссе,secondary,119145171
проспект Будённого,tertiary,119145172
Шотландская улица,primary,119176960
набережная реки Екатерингофки,primary,119176972
Совхозная улица,residential,119216675
5-я линия,residential,119298595
3-я линия,residential,119298597
1-я линия,residential,119298601
18-я линия,residential,119311667
1-я линия,residential,119311668
Снежный переулок,residential,119311669
2-я линия,residential,119311670
Осенний переулок,residential,119311671
Светлая улица,residential,119311674
9-я линия,residential,119311675
3-я линия,residential,119311676
1-я линия,residential,119311677
11-я линия,residential,119311678
3-я линия,residential,119311679
19-я линия,residential,119311680
15-я линия,residential,119311682
8-я линия,residential,119311683
9-я линия,residential,119311684
6-я линия,residential,119311685
1-я линия,residential,119311687
5-я линия,residential,119311690
3-я линия,residential,119311694
5-я линия,residential,119311695
4-я линия,residential,119311697
14-я линия,residential,119311698
4-я линия,residential,119311699
21-я линия,residential,119311700
7-я линия,residential,119311701
17-я линия,residential,119311702
23-я линия,residential,119311704
4-я линия,residential,119311705
16-я линия,residential,119311707
2-я линия,residential,119311708
2-я линия,residential,119311710
20-я линия,residential,119311711
2-я линия,residential,119311713
13-я линия,residential,119311715
8-я линия,residential,119311716
5-я линия,residential,119311717
1-я линия,residential,119311718
22-я линия,residential,119311719
10-я линия,residential,119311720
Высоковольтный проезд,residential,119311721
12-я линия,residential,119311722
3-я линия,residential,119311723
7-я линия,residential,119311724
Летняя улица,residential,119311726
10-я линия,residential,119311727
6-я линия,residential,119311728
Фронтовая улица,secondary,119458147
Еленинская улица,secondary,119486725
улица Рубакина,residential,119486753
улица Рубакина,residential,119486754
Суздальское шоссе,secondary,119492932
Суздальский путепровод,secondary,119492939
Суздальское шоссе,secondary,119492943
Суздальский проспект,secondary,119492951
Суздальский путепровод,secondary,119492953
Сойкинская дорога,secondary,119497764
Иликовский проспект,secondary,119755767
Иликовский проспект,secondary,119755768
площадь Стравинского,secondary,119755769
Александровская улица,secondary,119755770
Александровская улица,secondary,119755771
Сосновая улица,residential,119912199
Ручейная улица,residential,119912384
улица Салова,secondary,120011212
улица Салова,secondary,120011214
улица Салова,secondary,120011217
6-й проезд,unclassified,120050168
Банковский переулок,residential,120132590
Якутская улица,residential,120227556
Кудровский проезд,tertiary,120227558
Орлово-Денисовский проспект,unclassified,120253025
1-я Боровая улица,residential,120310766
Дубровская улица,living_street,120347285
Канатный переулок,unclassified,120551252
Канатный переулок,unclassified,120551254
7-й Предпортовый проезд,unclassified,120718311
Перепадская набережная,residential,120732149
Софийская улица,primary,120742031
проспект Александровской Фермы,secondary,120828866
Петергофская улица,secondary,120874178
Ораниенбаумский спуск,primary,120932094
бульвар Красных Курсантов,tertiary,120943816
Большой Литейный переулок,residential,121167511
Рыбацкая улица,residential,121221091
улица Коробицына,residential,121221093
улица Коробицына,residential,121221095
улица Ольминского,residential,121250612
улица Ольминского,residential,121250613
Диспетчерская улица,unclassified,121534831
переулок Матюшенко,unclassified,121582572
Лиговский проспект,primary,121592144
Думская улица,tertiary,121643101
Литейный проспект,primary,121643106
Пушкинская улица,residential,121643135
набережная реки Мойки,residential,121643159
площадь Островского,tertiary,121643160
площадь Островского,tertiary,121643161
Конная улица,residential,121654604
Малая Горская улица,residential,121661248
Нагорный переулок,residential,121661253
Большая Горская улица,tertiary,121661254
Большая Горская улица,tertiary,121661260
Республиканская улица,residential,121661262
Военная улица,residential,121704922
Кузьминское шоссе,secondary,121721358
улица Мира,residential,121751991
2-я Луговая улица,residential,121806444
Межозёрная улица,residential,121831329
Яблоневая улица,residential,121834158
улица Красного Флота,secondary,121863663
Дворцовый проспект,secondary,121863666
Манежный спуск,secondary,121863897
Манежный спуск,secondary,121863898
Еленинская улица,tertiary,121863899
Волконская улица,residential,121903315
Богумиловская улица,residential,121904523
Ленинский проспект,primary,121929786
Тупиковая улица,residential,121931280
улица Танкистов,residential,121941852
Безымянный переулок,residential,121946954
Комсомольская улица,residential,121946956
2-й Берёзовый переулок,residential,121949198
улица Дегтярёва,residential,122048465
Синопская набережная,secondary,122282658
Синопская набережная,secondary,122282659
Витебский проспект,secondary,122303475
Витебский проспект,secondary,122303478
площадь Сикорского,tertiary,122316972
проспект Королёва,tertiary,122316973
проспект Королёва,tertiary,122317589
площадь Сикорского,tertiary,122317591
улица Федюнинского,secondary,122317949
Еловая аллея,residential,122415646
Приморский переулок,residential,122415647
переулок Павлика Морозова,residential,122415649
улица Тесовый Берег,residential,122415650
1-й Берёзовый переулок,residential,122425392
Волхонское шоссе,secondary,122462536
Волхонское шоссе,secondary,122471095
Плановая улица,tertiary,122474342
Приморское шоссе,primary,122493803
набережная Чёрной речки,primary,122508313
Ковенский переулок,residential,122652168
Лесная улица,residential,122724753
2-й переулок,residential,122734477
проспект Авиаконструкторов,tertiary,122788402
проспект Авиаконструкторов,tertiary,122788406
проспект Авиаконструкторов,tertiary,122788411
Камышовая улица,tertiary,122790595
улица Оптиков,tertiary,122792578
Богатырский проспект,tertiary,122793907
Шуваловский проспект,secondary,122793908
проспект Испытателей,residential,122797968
1-я Советская улица,residential,123029655
Железнодорожная улица,residential,123123502
Поселковая улица,residential,123123507
2-я Заводская улица,residential,123123568
18-я дорожка,residential,123153296
17-я дорожка,residential,123153390
14-я линия,residential,123153611
18-я дорожка,residential,123153683
18-я дорожка,residential,123153684
15-я дорожка,residential,123153961
1-й проезд,residential,123153962
16-я дорожка,residential,123153964
17-я дорожка,residential,123153965
Комендантский проспект,tertiary,123160866
Лесная линия,residential,123171217
Центральная линия,residential,123242540
Заповедная улица,unclassified,123242556
1-я линия,residential,123242600
2-я линия,residential,123242601
3-я линия,residential,123242602
4-я линия,residential,123242603
проспект Славы,primary,123246920
проспект Славы,primary,123247221
Бухарестская улица,secondary,123257512
Бухарестская улица,secondary,123257513
проспект Славы,primary,123257517
Бухарестская улица,secondary,123258586
Бухарестская улица,secondary,123258591
Бухарестская улица,secondary,123258594
Загребский бульвар,residential,123258875
улица Димитрова,residential,123258876
улица Димитрова,tertiary,123258879
улица Димитрова,tertiary,123258880
улица Димитрова,secondary,123258881
улица Димитрова,tertiary,123258882
улица Димитрова,tertiary,123258883
улица Димитрова,tertiary,123258885
улица Димитрова,tertiary,123258886
Купчинская улица,tertiary,123259908
Купчинская улица,tertiary,123259911
Малая Балканская улица,tertiary,123259915
улица Димитрова,tertiary,123259920
улица Димитрова,tertiary,123259924
улица Димитрова,tertiary,123259926
проспект Славы,secondary,123259929
улица Димитрова,tertiary,123259930
улица Димитрова,tertiary,123259931
Светлановская площадь,secondary,123278806
Александровская улица,residential,123296283
проспект Славы,primary,123315323
проспект Славы,primary,123315324
проспект Славы,primary,123315325
Купчинская улица,secondary,123318732
Пловдивская улица,residential,123318737
Пловдивская улица,residential,123318738
Лагерная улица,residential,123330234
Набережная улица,residential,123330240
улица Циолковского,tertiary,123338841
Бухарестская улица,tertiary,123342716
Бухарестская улица,tertiary,123342719
Дунайский проспект,primary,123342721
Дунайский проспект,primary,123342723
Купчинская улица,secondary,123342726
Малая Карпатская улица,tertiary,123342728
Дунайский проспект,tertiary_link,123342738
Дунайский проспект,tertiary,123342739
улица Димитрова,secondary,123342765
улица Димитрова,secondary,123342766
Грузовой проезд,tertiary,123358983
Грузовой проезд,unclassified,123358984
Грузовой проезд,tertiary,123358987
Малая Балканская улица,unclassified,123358988
Малая Карпатская улица,residential,123358991
Софийская улица,primary,123358997
Софийская улица,primary,123359000
Софийская улица,primary,123359001
Софийская улица,primary,123359003
улица Димитрова,secondary,123359012
Бухарестская улица,secondary,123369651
Бухарестская улица,secondary,123369652
Витебский проспект,primary,123369653
Большая улица,residential,123377089
Большая улица,residential,123377091
Большая улица,residential,123377093
Водопроводная улица,residential,123377096
Московская улица,residential,123377124
Музыкальная улица,residential,123377125
Новая улица,residential,123377127
Фильтровское шоссе,secondary,123377130
улица Сергея Марго,residential,123428882
Садовая улица,residential,123459684
Шереметьевская улица,unclassified,123481026
Пулковское шоссе,trunk,123486272
Варваринская улица,residential,123501609
улица Коммуны,tertiary,123563550
улица Коммуны,tertiary,123563554
улица Коммуны,secondary,123563556
Витебский проспект,primary,123587908
Витебский проспект,primary,123587910
Витебский проспект,primary,123587911
Ново-Волковский мост,primary,123587933
Ново-Волковский мост,primary,123587935
улица Типанова,primary_link,123587939
проспект Славы,primary,123587945
Безымянный переулок,residential,123594226
Берёзовая улица,residential,123594227
Колхозная улица,residential,123594229
Комсомольская улица,residential,123594230
Песочная улица,residential,123594231
Садовая улица,tertiary,123594232
Садовая улица,tertiary,123594233
Садовая улица,tertiary,123594234
Фильтровское шоссе,secondary,123594235
Фильтровское шоссе,secondary,123594236
Фруктовая улица,residential,123594237
Школьная улица,residential,123594239
Спортивная улица,residential,123594241
Тярлевская улица,residential,123594243
Луговая улица,residential,123594247
улица Труда,residential,123594248
Комсомольская улица,residential,123617966
Нововестинская улица,residential,123617967
Парковая улица,residential,123617968
Тярлевский переулок,residential,123617976
улица Архитектора Данини,tertiary,123617984
Расстанный проезд,unclassified,123722960
Большая Десятинная улица,residential,123739334
Подгорная улица,residential,123739550
Кронштадтская площадь,primary,123759716
Кронштадтская площадь,primary,123759717
Кронштадтская площадь,primary,123759718
Заводская улица,residential,123849667
Цветочная улица,residential,123849668
Заводская улица,residential,123849669
Ораниенбаумский проспект,secondary,123982636
Ораниенбаумский проспект,secondary,123982638
Ораниенбаумский проспект,residential,123982639
Студенецкий переулок,unclassified,123982641
Ораниенбаумский проспект,secondary,123982643
Ораниенбаумский проспект,secondary,123982646
Заячий проезд,residential,123986379
Коммунистическая улица,residential,123987587
Солунская улица,unclassified,123987590
проспект Косыгина,secondary,124016984
улица Коммуны,tertiary,124016985
Железнодорожная улица,tertiary,124199005
Железнодорожная улица,secondary,124199006
Железнодорожная улица,tertiary,124199007
Железнодорожная улица,residential,124199008
Софийский бульвар,tertiary,124199010
Новодеревенская улица,secondary,124216575
Удаловская улица,secondary,124216576
Берёзовая улица,residential,124250552
Садовая улица,secondary,124250555
Садовая улица,secondary,124250557
Слуцкая улица,residential,124250558
Слуцкая улица,residential,124250559
набережная канала Грибоедова,tertiary,124457096
набережная канала Грибоедова,tertiary,124457097
улица Ломоносова,tertiary,124457098
Волхонское шоссе,secondary,124578108
площадь Старого Театра,residential,124651776
площадь Старого Театра,residential,124651778
Пулковское шоссе,trunk,124652801
Лоцманская улица,secondary,124674959
11-я линия,residential,124699831
11-я линия,residential,124699832
улица Осипенко,residential,124728758
улица Осипенко,residential,124728761
Вокзальная улица,residential,124751718
Кадетский бульвар,tertiary,124751720
Кадетский бульвар,tertiary,124751721
Кадетский бульвар,tertiary,124751723
Сапёрная улица,secondary,124751726
Серовский путепровод,secondary,124769810
Рощинское шоссе,secondary,124769815
Приморское шоссе,primary,124777807
Долгоозёрная улица,residential,124801330
Комендантский проспект,secondary,124801369
Комендантский проспект,secondary,124801370
проспект Королёва,tertiary,124801384
проспект Королёва,tertiary,124801386
