name:ru,name:en,addr:country,addr:region,addr:district,name,wikipedia,longitude,latitude,id
Грамотеино,Gramoteino,RU,Кемеровская область,Беловский городской округ,Грамотеино,ru:Грамотеино (посёлок городского типа),86.380737,54.53487,943092732
Новый Городок,Novy Gorodok,,,,Новый Городок,ru:Новый Городок (Кемеровская область),86.2946111,54.3055062,943092737
Берёзовка,Beryozovka,RU,Красноярский край,,Берёзовка,ru:Берёзовка (Берёзовский район; Красноярский край),93.133194,56.038422,943663644
Дзержинское,Dzerzhinskoye,RU,Красноярский край,,Дзержинское,ru:Дзержинское (Красноярский край),95.22139,56.838005,945163841
Салаир,Salair,RU,Кемеровская область,Гурьевский муниципальный округ,Салаир,ru:Салаир,85.798386,54.232521,945480421
Увельский,Uvel'skiy,RU,Челябинская область,Увельский район,Увельский,ru:Увельский,61.354397,54.441994,945733667
Троицкое,Troitskoye,RU,Алтайский край,,Троицкое,ru:Троицкое (Троицкий район),84.677628,52.981388,947706148
Нижний Ингаш,Nizhny Ingash,RU,Красноярский край,,Нижний Ингаш,ru:Нижний Ингаш,96.544518,56.203602,948003374
Чигири,Chigiri,RU,Амурская область,,Чигири,ru:Чигири (Амурская область),127.5142658,50.3339154,948214369
Венгерово,Vengerovo,RU,Новосибирская область,Венгеровский район,Венгерово,ru:Венгерово,76.739029,55.681034,953665409
Агинское,Aginskoye,RU,Красноярский край,,Агинское,ru:Агинское (Красноярский край),94.906372,55.258972,955889423
Лиман,Liman,,Астраханская область,,Лиман,ru:Лиман (Астраханская область),47.2255472,45.7835085,957992593
Кыштовка,Kyshtovka,RU,Новосибирская область,Кыштовский район,Кыштовка,ru:Кыштовка,76.624588,56.55957,958281766
Тарки,Tarki,,,,Тарки,ru:Тарки,47.4967914,42.9455179,959253088
Краснотуранск,Krasnoturansk,RU,Красноярский край,Краснотуранский район,Краснотуранск,ru:Краснотуранск,91.567825,54.316296,961492953
Усть-Джегута,Ust-Dzheguta,RU,,Усть-Джегутинский район,Усть-Джегута,ru:Усть-Джегута,41.9722557,44.0858961,961867142
Ведено,Vedeno,RU,,Веденский район,Ведено,ru:Ведено,46.0987148,42.9685184,962070555
Старая,Staraya,RU,Ленинградская область,Всеволожский район,Старая,ru:Старая (Ленинградская область),30.629723,59.929295,964974964
Гехи,Gekhi,,,,Гехи,ru:Гехи (село),45.471977,43.166161,966568030
Валерик,Valerik,,,,Валерик,ru:Валерик (село),45.4081215,43.1787732,966569495
Катар-Юрт,Katar-Yurt,,,,Катар-Юрт,ru:Катыр-Юрт,45.369736,43.1688454,966569497
Алхан-Юрт,Alkhan-Yurt,,,,Алхан-Юрт,ru:Алхан-Юрт,45.567677,43.228615,966570828
Кировский,Kirovskiy,,Приморский край,Кировский район,Кировский,ru:Кировский (Приморский край),133.5062027,45.0897627,967688763
Теберда,Teberda,RU,,,Теберда,ru:Теберда,41.7436988,43.4410989,968062705
Знаменск,Znamensk,RU,Калининградская область,,Знаменск,ru:Знаменск (Калининградская область),21.227367,54.6155775,970914753
Альбурикент,Alburikent,RU,Дагестан,городской округ Махачкала,Альбурикент,ru:Альбурикент,47.472382,42.973255,971937096
Сулак,Sulak,,,,Сулак,ru:Сулак (Дагестан),47.517567,43.271866,975100267
Семендер,Semender,,,,Семендер,ru:Семендер (посёлок городского типа),47.397411,42.989288,975940834
Восточный,Vostochny,,,,Восточный,ru:Восточный (район Москвы),37.8675117,55.8188903,976862420
Хороль,Horol,RU,Приморский край,Хорольский муниципальный округ,Хороль,ru:Хороль,132.0816616,44.4252585,978627022
Пролетарский,Proletarskiy,RU,Белгородская область,Ракитянский район,Пролетарский,ru:Пролетарский (Белгородская область),35.77195,50.792065,981790620
Дубки,Dubki,RU,Дагестан,Казбековский район,Дубки,ru:Дубки (Дагестан),46.838097,43.021824,983696591
Александровск-Сахалинский,Aleksandrovsk-Sakhalinskiy,,Сахалинская область,,Александровск-Сахалинский,ru:Александровск-Сахалинский,142.1591667,50.8974983,983942465
Видяево,Vidyayevo,RU,Мурманская область,ЗАТО Видяево,Видяево,ru:Видяево,32.8067302,69.3180029,986551118
Иванино,Ivanino,RU,Курская область,Курчатовский район,Иванино,ru:Иванино,35.576012,51.647278,988550664
Альменево,,,,,Альменево,ru:Альменево (Курганская область),63.578785,54.942505,990895081
Шаблыкино,Shablykino,RU,Орловская область,Шаблыкинский район,Шаблыкино,ru:Шаблыкино (Орловская область),35.195244,52.853958,1006266644
Гаврилов Посад,Gavrilov Posad,RU,Ивановская область,Гаврилово-Посадский район,Гаврилов Посад,ru:Гаврилов Посад,40.1205669,56.5585501,1006718396
Выборг,Vyborg,RU,Ленинградская область,Выборгский район,Выборг,ru:Выборг,28.744051,60.709217,1009135181
Ленинск,Leninsk,RU,Волгоградская область,Ленинский район,Ленинск,ru:Ленинск (Волгоградская область),45.199215,48.6941186,1010179630
Новоселье,,RU,Ленинградская область,Ломоносовский район,Новоселье,ru:Новоселье (Ломоносовский район),30.075998,59.808731,1011123767
Ташла,Tashla,RU,Оренбургская область,Ташлинский район,Ташла,ru:Ташла (Ташлинский район),52.7403401,51.7696795,1013517210
Искателей,Iskateley,RU,Ненецкий автономный округ,,Искателей,ru:Посёлок Искателей,53.129215,67.676239,1016276147
Когалым,Kogalym,,,,Когалым,ru:Когалым,74.4889068,62.26798,1016549636
Ровеньки,Rovenki,RU,Белгородская область,Ровеньский район,Ровеньки,ru:Ровеньки (посёлок городского типа),38.892006,49.91473,1022794422
Репьёвка,Repyovka,RU,Воронежская область,Репьёвский район,Репьёвка,ru:Репьёвка (Воронежская область),38.6439058,51.080557,1022943447
Касторное,Kastornoye,RU,Курская область,Касторенский район,Касторное,ru:Касторное,38.131399,51.8292176,1025597933
Вохма,,RU,Костромская область,Вохомский район,Вохма,ru:Вохма (посёлок),46.7588656,58.9306116,1025646631
Корсаково,,RU,Орловская область,Корсаковский район,Корсаково,ru:Корсаково (Орловская область),37.358795,53.266396,1026627257
Казанская,Kazanskaya,RU,Ростовская область,Верхнедонской район,Казанская,ru:Казанская (Ростовская область),41.13895,49.793972,1026627263
Чегем,Chegem,,,,Чегем,ru:Чегем (город),43.5899021,43.5655936,1026705983
Белогорск,Belogorsk,,Амурская область,,Белогорск,ru:Белогорск (Амурская область),128.47287,50.921326,1027215837
Ессентукская,Yessentukskaya,,Ставропольский край,,Ессентукская,ru:Ессентукская,42.8742331,44.0216516,1028144158
Анзорей,Andzorey,,,,Анзорей,ru:Анзорей,43.9398825,43.3549219,1028161907
Ивановка,Ivanovka,RU,Амурская область,Ивановский муниципальный округ,Ивановка,ru:Ивановка (Ивановский район; Амурская область),128.003128,50.358143,1028723704
Екатеринославка,,RU,Амурская область,Октябрьский район,Екатеринославка,ru:Екатеринославка (Амурская область),129.107193,50.371284,1028723710
Смидович,Smidovich,RU,Еврейская автономная область,Смидовичский район,Смидович,ru:Смидович (Еврейская автономная область),133.8138369,48.5956701,1028723730
Николаевка,Nikolaevka,RU,Ульяновская область,Николаевский район,Николаевка,ru:Николаевка (Ульяновская область),47.2154882,53.1305619,1028723760
Константиновка,,RU,Амурская область,Константиновский район,Константиновка,ru:Константиновка (Амурская область),127.9852534,49.6180004,1028723780
Вожега,Vozhega,RU,Вологодская область,,Вожега,ru:Вожега,40.2121613,60.4736301,1028723788
Экимчан,Ekimchan,RU,Амурская область,Селемджинский район,Экимчан,ru:Экимчан,132.940369,53.068481,1028723796
Облучье,Obluchye,RU,Еврейская автономная область,Облученский район,Облучье,ru:Облучье (Еврейская автономная область),131.0538038,49.0145149,1028723825
Сорск,Sorsk,,,,Сорск,ru:Сорск,90.2525861,54.0016092,1028723854
Райчихинск,Raychikhinsk,RU,Амурская область,городской округ Райчихинск,Райчихинск,ru:Райчихинск,129.4031691,49.7967994,1028723862
Борогонцы,Borogontsy,RU,Республика Саха (Якутия),Усть-Алданский улус,Борогонцы,ru:Борогонцы,131.166061,62.670792,1028723871
Камень-Рыболов,Kamen'-Rybolov,RU,Приморский край,,Камень-Рыболов,ru:Камень-Рыболов,132.0467903,44.7421984,1028723881
Серышево,,RU,Амурская область,,Серышево,ru:Серышево,128.38092,51.091206,1028723888
Приаргунск,Priargunsk,RU,Забайкальский край,Приаргунский муниципальный округ,Приаргунск,ru:Приаргунск,119.090134,50.365902,1028723907
Базарный Сызган,,RU,Ульяновская область,Базарносызганский район,Базарный Сызган,ru:Базарный Сызган,46.7584818,53.7482676,1028723919
Нововаршавка,Novovarshavka,RU,Омская область,Нововаршавский район,Нововаршавка,ru:Нововаршавка,74.696037,54.170616,1028723970
Чурапча,Churapcha,,,,Чурапча,ru:Чурапча,132.425201,61.999668,1028724019
Перелюб,,RU,Саратовская область,Перелюбский район,Перелюб,ru:Перелюб (Саратовская область),50.344826,51.85857,1028724026
Солнечный,Solnechnyy,RU,Хабаровский край,Солнечный район,Солнечный,ru:Солнечный (Хабаровский край),136.64006,50.723808,1028724036
Вешкайма,Veshkayma,RU,Ульяновская область,Вешкаймский район,Вешкайма,ru:Вешкайма,47.1246489,54.0500142,1028724046
Тамбовка,,RU,Амурская область,,Тамбовка,ru:Тамбовка (Амурская область),128.069885,50.098019,1028724052
Тарногский Городок,Tarnogsky Gorodok,RU,Вологодская область,Тарногский район,Тарногский Городок,ru:Тарногский Городок,43.574997,60.498989,1028724063
Красногорское,Krasnogorskoye,RU,Алтайский край,Красногорский район,Красногорское,ru:Красногорское (Алтайский край),86.195274,52.296341,1028724090
Лесозаводск,Lesozavodsk,RU,Приморский край,Лесозаводский городской округ,Лесозаводск,ru:Лесозаводск,133.4182158,45.4747744,1028724150
Большая Черниговка,Bolshaya Chernigovka,RU,Самарская область,Большечерниговский район,Большая Черниговка,ru:Большая Черниговка,50.867893,52.0951085,1028724158
Чумикан,Chumikan,RU,Хабаровский край,Тугуро-Чумиканский район,Чумикан,ru:Чумикан,135.3172842,54.7171986,1028724168
Холмогоры,Kholmogory,RU,Архангельская область,Холмогорский район,Холмогоры,ru:Холмогоры,41.6512435,64.2270008,1028724218
Грязовец,Gryazovets,RU,Вологодская область,Грязовецкий район,Грязовец,ru:Грязовец,40.2515006,58.8841692,1028724239
Павлоградка,Pavlogradka,RU,Омская область,Павлоградский район,Павлоградка,ru:Павлоградка,73.556488,54.205006,1028724251
Охотск,Okhotsk,RU,Хабаровский край,Охотский район,Охотск,ru:Охотск,143.2410816,59.3643921,1028724277
Ытык-Кюёль,Ytyk-Kyuyol,RU,Республика Саха (Якутия),Таттинский улус,Ытык-Кюёль,ru:Ытык-Кюёль,133.563309,62.360935,1028724296
Покровка,Pokrovka,RU,Приморский край,Октябрьский муниципальный округ,Покровка,ru:Покровка (Октябрьский район Приморского края),131.6329635,43.9524657,1028724304
Алексеевка,Alekseevka,RU,Самарская область,Алексеевский район,Алексеевка,ru:Алексеевка (Алексеевский район; Самарская область),51.273315,52.58308,1028724310
Пестравка,Pestravka,RU,Самарская область,Пестравский район,Пестравка,ru:Пестравка,49.951015,52.404854,1029249537
Большая Глушица,Bolshaya Glushitsa,RU,Самарская область,Большеглушицкий район,Большая Глушица,ru:Большая Глушица (Самарская область),50.4723158,52.3921744,1030445849
Князе-Волконское,,RU,Хабаровский край,Хабаровский район,Князе-Волконское,ru:Князе-Волконское,135.4542243,48.4674107,1032777112
Переволоцкий,,RU,Оренбургская область,Переволоцкий район,Переволоцкий,ru:Переволоцкий,54.2080495,51.8749502,1037436942
Северный,Severny,RU,,городской округ Воркута,Северный,ru:Северный (Коми),64.109085,67.600349,1037740112
Аркуль,,RU,Кировская область,Нолинский район,Аркуль,ru:Аркуль,50.0422837,57.2788793,1038104946
Новошахтинский,Novoshahtinskiy,RU,Приморский край,Михайловский район,Новошахтинский,ru:Новошахтинский,132.1678304,44.0262581,1042222644
Бохан,Bohan,,Иркутская область,,Бохан,ru:Бохан (посёлок),103.766212,53.153561,1044077335
имени Бабушкина,Imeni Babushkina,RU,Вологодская область,,имени Бабушкина,ru:Село имени Бабушкина,43.1335636,59.7567364,1045662261
Кичменгский Городок,Kichmengskiy Gorodok,RU,Вологодская область,Кичменгско-Городецкий район,Кичменгский Городок,ru:Кичменгский Городок,45.8055674,59.9923379,1045663790
Белушья Губа,Belush'ya Bay,RU,Архангельская область,городской округ Новая Земля,Белушья Губа,ru:Белушья Губа,52.3427343,71.5376984,1048709876
Богатое,Bogatoye,RU,Самарская область,Богатовский район,Богатое,ru:Богатое (Самарская область),51.333107,53.057625,1049115795
Белая Гора,Belaya Gora,RU,,Абыйский улус,Белая Гора,ru:Белая Гора (Якутия),146.187286,68.53701,1049441889
Березник,Bereznik,,Архангельская область,Виноградовский муниципальный округ,Березник,ru:Березник (Виноградовский район),42.710133,62.855541,1050101941
Вольно-Надеждинское,Volno-Nadejdinskoe,RU,Приморский край,Надеждинский район,Вольно-Надеждинское,ru:Вольно-Надеждинское,131.9933355,43.3709905,1055662126
Пинега,Pinega,,,,Пинега,ru:Пинега (Архангельская область),43.392376,64.697281,1066435579
Вишнёвка,Vishnevka,,,,Вишнёвка,ru:Вишнёвка (Кемеровская область),86.399742,54.412445,1066547825
Новонукутский,Novonukutsky,,,,Новонукутский,ru:Новонукутский,102.711548,53.700245,1067034192
Горный,Gorny,RU,Забайкальский край,ЗАТО Горный,Горный,ru:Горный (Забайкальский край),113.033165,51.55468,1067034194
Яковлевка,Yakovlevka,RU,Приморский край,Яковлевский район,Яковлевка,ru:Яковлевка (Приморский край),133.4742211,44.4262999,1076354382
Спасск-Дальний,Spassk-Dal'nij,RU,Приморский край,,Спасск-Дальний,ru:Спасск-Дальний,132.815701,44.5980135,1076441937
Чугуевка,Chuguyevka,RU,Приморский край,,Чугуевка,ru:Чугуевка (Приморский край),133.8729678,44.1686667,1076537444
Арсеньев,Arseniev,RU,Приморский край,,Арсеньев,ru:Арсеньев (город),133.2889113,44.1608008,1078579692
Завитинск,Zavitinsk,RU,Амурская область,Завитинский муниципальный округ,Завитинск,ru:Завитинск,129.4402341,50.111154,1079165213
Черниговка,Chernigovka,RU,Приморский край,Черниговский район,Черниговка,ru:Черниговка (Приморский край),132.5695075,44.3400202,1080083182
Тоцкое Второе,,RU,Оренбургская область,Тоцкий район,Тоцкое Второе,ru:Тоцкое Второе,52.831741,52.54039,1103481763
Емецк,Emetsk,RU,Архангельская область,,Емецк,ru:Емецк,41.779667,63.475128,1104779161
Курильск,Kurilsk,,Сахалинская область,,Курильск,ru:Курильск,147.8751845,45.2290413,1108170436
Пономарёвка,Ponomarevka,RU,Оренбургская область,Пономарёвский район,Пономарёвка,ru:Пономарёвка (Оренбургская область),54.121265,53.314846,1109017198
Горные Ключи,Gornye Kljuchi,RU,Приморский край,Кировский район,Горные Ключи,ru:Горные Ключи,133.5011993,45.2435221,1111453938
Савинский,Savinskiy,RU,Архангельская область,,Савинский,ru:Савинский (Архангельская область),40.136101,62.934219,1117531756
Отрадная,Otradnaya,RU,Краснодарский край,Отрадненский район,Отрадная,ru:Отрадная (Отрадненский район),41.5263169,44.3975687,1123091817
Гавриловка 2-я,,RU,Тамбовская область,Гавриловский район,Гавриловка 2-я,ru:Гавриловка 2-я,42.781399,52.8731947,1129880655
Умёт,Umyot,,,,Умёт,ru:Умёт (Тамбовская область),42.968578,52.560272,1129880678
Ясный,,RU,Оренбургская область,Ясненский городской округ,Ясный,ru:Ясный,59.873268,51.036957,1131128968
Болхов,Bolkhov,RU,Орловская область,Болховский район,Болхов,ru:Болхов,36.002232,53.448994,1141132897
Куйбышев,Kuybyshev,RU,Новосибирская область,Куйбышевский район,Куйбышев,ru:Куйбышев (Новосибирская область),78.3222294,55.4454258,1156528460
Ковылкино,Kovylkino,RU,Мордовия,Ковылкинский район,Ковылкино,ru:Ковылкино,43.9156202,54.0380912,1160184877
Ребриха,Rebrikha,RU,Алтайский край,Ребрихинский район,Ребриха,ru:Ребриха,82.338217,53.0752803,1163020632
Новоозёрное,Novoozernoe,,,,Новоозёрное,ru:Новоозёрное (Крым),33.1170303,45.3837166,1170282655
Сим,Sim,RU,Челябинская область,Ашинский район,Сим,ru:Сим (город),57.6847437,54.9872705,1171682266
Заозёрное,Zaozernoye,,,,Заозёрное,ru:Заозёрное (Крым),33.274385,45.1552262,1172307894
Локомотивный,Lokomotivny,RU,Челябинская область,,Локомотивный,ru:Локомотивный,60.614517,53.042561,1176680793
Баяндай,Bayanday,,Иркутская область,,Баяндай,ru:Баяндай (Иркутская область),105.517876,53.067226,1182206250
Озёрный,Ozyorny,,Тверская область,ЗАТО Озёрный,Озёрный,ru:Озёрный (Тверская область),33.686657,57.868053,1187053943
Приладожский,Priladozhsky,RU,Ленинградская область,Кировский район,Приладожский,ru:Приладожский,31.324961,59.875023,1190924499
Хохольский,Khokholsky,RU,Воронежская область,Хохольский район,Хохольский,ru:Хохольский,38.7866515,51.5779217,1200220805
,,,,,Волжский,,73.5242238,54.9421091,1205342272
Месягутово,Mesyagutovo,RU,Башкортостан,Дуванский район,Месягутово,ru:Месягутово (Дуванский район),58.239239,55.534695,1205446338
Ксеньевка,Ksenyevka,RU,Забайкальский край,Могочинский район,Ксеньевка,ru:Ксеньевка (Забайкальский край),118.734123,53.559807,1205649761
Светлый,Svetly,RU,Саратовская область,,Светлый,ru:Светлый (городской округ ЗАТО Светлый),45.6227753,51.6737086,1213967431
Частоозерье,,RU,Курганская область,Частоозерский район,Частоозерье,ru:Частоозерье,67.909462,55.568256,1214196377
Муравленко,Muravlenko,RU,Ямало-Ненецкий автономный округ,городской округ Муравленко,Муравленко,ru:Муравленко,74.4969322,63.7947977,1214516212
Владимиро-Александровское,Vladimiro-Aleksandrovskoe,RU,Приморский край,Партизанский район,Владимиро-Александровское,ru:Владимиро-Александровское,133.0782462,42.8922366,1215862324
Зверево,Zverevo,RU,Ростовская область,,Зверево,ru:Зверево,40.118561,48.020645,1216129223
Среднеколымск,Srednekolymsk,RU,Республика Саха (Якутия),Среднеколымский улус,Среднеколымск,ru:Среднеколымск,153.7071456,67.455497,1217884720
Циолковский,Tsiolkovsky,,Амурская область,,Циолковский,ru:Циолковский (город),128.123428,51.764973,1218077460
Александровка,,RU,Оренбургская область,Александровский район,Александровка,ru:Александровка (Александровский район; Оренбургская область),54.413418,52.680561,1220099357
Кваркено,Kvarkeno,RU,Оренбургская область,Кваркенский район,Кваркено,ru:Кваркено,59.722305,52.084141,1220133697
,,RU,Оренбургская область,Матвеевский район,Матвеевка,ru:Матвеевка (Матвеевский район),53.482029,53.511856,1220133707
Плешаново,,RU,Оренбургская область,Красногвардейский район,Плешаново,ru:Плешаново (Оренбургская область),53.4871553,52.8480171,1220133722
Первомайский,,RU,Оренбургская область,Первомайский район,Первомайский,ru:Первомайский (Первомайский район; Оренбургская область),51.639091,51.902344,1220133748
Донецк,Donetsk,RU,Ростовская область,,Донецк,ru:Донецк (Россия),39.9509488,48.3382864,1224164975
Лянтор,Lyantor,,,Сургутский район,Лянтор,ru:Лянтор,72.165138,61.622494,1224403991
Обухово,Obukhovo,RU,Московская область,Богородский городской округ,Обухово,ru:Обухово (посёлок городского типа),38.2726971,55.8314658,1232532621
Дунай,Dunay,RU,Приморский край,,Дунай,ru:Дунай (Приморский край),132.3585843,42.8841116,1241573053
Заринск,,RU,Алтайский край,городской округ Заринск,Заринск,ru:Заринск,84.9348606,53.707915,1252364676
Сосновка,Sosnovka,RU,Кировская область,Вятскополянский район,Сосновка,ru:Сосновка (Кировская область),51.2842677,56.2573802,1255074043
Власиха,Vlasikha,RU,Алтайский край,,Власиха,ru:Власиха (Алтайский край),83.5778361,53.2982076,1256345170
Первомайский,Pervomaysky,RU,Забайкальский край,Шилкинский район,Первомайский,ru:Первомайский (Забайкальский край),115.638283,51.669296,1256639015
Форносово,Fornosovo,RU,Ленинградская область,Тосненский район,Форносово,ru:Форносово,30.5489639,59.5698032,1262068218
Кольцово,Koltsovo,,Новосибирская область,,Кольцово,ru:Кольцово (Новосибирская область),83.187139,54.9367736,1282776137
Корфовский,,RU,Хабаровский край,Хабаровский район,Корфовский,ru:Корфовский,135.058899,48.222679,1290213687
Жуковка,,RU,Брянская область,Жуковский муниципальный округ,Жуковка,ru:Жуковка (город),33.7320863,53.5329608,1290292137
Анна,,RU,Воронежская область,Аннинский район,Анна,ru:Анна (Воронежская область),40.417393,51.488499,1306731707
Лангепас,Langepas,,,,Лангепас,ru:Лангепас,75.189278,61.247257,1312634124
Щучье,Shchuchye,RU,Курганская область,Щучанский район,Щучье,ru:Щучье (Курганская область),62.747772,55.208908,1315840274
Николаевка,,RU,Еврейская автономная область,Смидовичский район,Николаевка,ru:Николаевка (Еврейская автономная область),134.7788887,48.5564779,1323475088
Сорочинск,Sorochinsk,RU,Оренбургская область,Сорочинский городской округ,Сорочинск,ru:Сорочинск,53.154175,52.426971,1326360368
Чегдомын,Chegdomyn,RU,Хабаровский край,Верхнебуреинский район,Чегдомын,ru:Чегдомын,133.035553,51.134487,1332198301
Заветы Ильича,Zavety Il'icha,RU,Хабаровский край,Советско-Гаванский район,Заветы Ильича,ru:Заветы Ильича (Хабаровский край),140.272903,49.030109,1341004029
ЛМС,LMS,,,,ЛМС,ru:Посёлок ЛМС,37.1847123,55.3136134,1341052984
Мишелёвка,Mishelyovka,,Иркутская область,,Мишелёвка,ru:Мишелёвка,103.184097,52.865021,1344365760
Славянка,Slavyanka,RU,Приморский край,,Славянка,ru:Славянка (Приморский край),131.3924115,42.8606833,1345473951
Зеленогорск,Zelenogorsk,RU,Красноярский край,,Зеленогорск,ru:Зеленогорск (Красноярский край),94.589279,56.11356,1348895093
Зарубино,Zarubino,RU,Приморский край,,Зарубино,ru:Зарубино (Приморский край),131.0617019,42.650555,1350262677
Восток,Vostok,RU,Приморский край,Красноармейский район,Восток,ru:Восток (Приморский край),135.8298609,46.4481609,1351173160
Починок,Pochinok,,Смоленская область,,Починок,ru:Починок (город),32.4407898,54.404776,1352189181
Преображение,Preobrazheniye,RU,Приморский край,Лазовский муниципальный округ,Преображение,ru:Преображение (Приморский край),133.8988366,42.901529,1353021692
Семибратово,,RU,Ярославская область,Ростовский район,Семибратово,ru:Семибратово,39.5373584,57.2995637,1353439098
Сафакулево,Safakulevo,RU,Курганская область,Сафакулевский район,Сафакулево,ru:Сафакулево,62.54039,54.988411,1357711197
Мга,Mga,RU,Ленинградская область,Кировский район,Мга,ru:Мга (Кировский район),31.0609544,59.7569359,1359419742
Толстой-Юрт,Tolstoy-Yurt,,,,Толстой-Юрт,ru:Толстой-Юрт,45.7746216,43.4415625,1363367645
Червлённая,Chervlyonnaya,,,,Червлённая,ru:Червлённая,45.890404,43.497143,1363368756
Медногорск,,RU,Оренбургская область,городской округ Медногорск,Медногорск,ru:Медногорск,57.5803138,51.4049435,1368045362
Ирбейское,Irbeyskoye,RU,Красноярский край,Ирбейский район,Ирбейское,ru:Ирбейское,95.456528,55.644501,1372682490
Южно-Курильск,Yuzhno-Kurilsk,RU,Сахалинская область,Южно-Курильский городской округ,Южно-Курильск,ru:Южно-Курильск,145.8613722,44.0270756,1373610125
Песочный,Pesochny,,Санкт-Петербург,,Песочный,ru:Песочный (Санкт-Петербург),30.1637647,60.1211791,1376026523
Слободской,Slobodskoy,RU,Кировская область,городской округ Слободской,Слободской,ru:Слободской,50.1771234,58.7277816,1376452597
Атамановка,Atamanovka,RU,Забайкальский край,Читинский район,Атамановка,ru:Атамановка (Читинский район),113.649384,51.918083,1383122221
Новокручининский,Novokruchininsky,RU,Забайкальский край,Читинский район,Новокручининский,ru:Новокручининский,113.792671,51.774662,1383122345
Елизово,Yelizovo,RU,Камчатский край,Елизовский район,Елизово,ru:Елизово (город),158.3836712,53.1864972,1384368023
Фатеж,Fatezh,RU,Курская область,Фатежский район,Фатеж,ru:Фатеж,35.859486,52.089344,1399630435
Городовиковск,Gorodovikovsk,RU,,Городовиковский район,Городовиковск,ru:Городовиковск,41.934269,46.082851,1401400307
Яшалта,Yashalta,RU,,Яшалтинский район,Яшалта,ru:Яшалта,42.2726097,46.3385265,1401401726
Цимлянск,Tsimlyansk,RU,Ростовская область,Цимлянский район,Цимлянск,ru:Цимлянск,42.098232,47.650585,1403886680
Плесецк,Plesetsk,RU,Архангельская область,Плесецкий муниципальный округ,Плесецк,ru:Плесецк (посёлок городского типа),40.2843885,62.709524,1404369898
Юрьев-Польский,Yuryev-Polsky,RU,Владимирская область,Юрьев-Польский район,Юрьев-Польский,ru:Юрьев-Польский,39.67864,56.4971948,1404788510
Солнечный,Solnechny,RU,Красноярский край,ЗАТО Солнечный,Солнечный,ru:Солнечный (Красноярский край),89.823283,55.2845472,1405660078
Кадом,Kadom,RU,Рязанская область,Кадомский район,Кадом,ru:Кадом,42.4655989,54.5655327,1410764043
Ивдель,Ivdel,RU,Свердловская область,Ивдельский городской округ,Ивдель,ru:Ивдель,60.4172583,60.6973287,1415303531
Белоярский,Beloyarsky,,,Белоярский район,Белоярский,ru:Белоярский (город),66.6667691,63.7156353,1416600659
Свеча,,RU,Кировская область,,Свеча,ru:Свеча (Кировская область),47.512543,58.277,1418597188
Гусев,Gusev,RU,Калининградская область,,Гусев,ru:Гусев (город),22.2014752,54.5921685,1420696955
Железногорск,Zheleznogorsk,RU,Курская область,городской округ Железногорск,Железногорск,ru:Железногорск (Курская область),35.3511755,52.3389459,1420804667
Горняцкий,Gornyatskiy,RU,Ростовская область,Белокалитвинский район,Горняцкий,ru:Горняцкий (Ростовская область),40.959938,48.292439,1424864489
Маркова,Markova,RU,Иркутская область,Иркутский район,Маркова,ru:Маркова (Иркутская область),104.205444,52.213161,1424900795
Куминский,,,,Кондинский район,Куминский,ru:Куминский,65.971642,58.809101,1425996707
Духовницкое,Dukhovnitskoye,RU,Саратовская область,Духовницкий район,Духовницкое,ru:Духовницкое,48.214203,52.481724,1427063759
Екатериновка,,RU,Саратовская область,Екатериновский район,Екатериновка,ru:Екатериновка (Саратовская область),44.3498585,52.0536048,1427063760
Серноводское,Sernovodskoye,RU,,Серноводский район,Серноводское,ru:Серноводская,45.163658,43.315834,1427491388
Старые Атаги,Starye Atagi,,,,Старые Атаги,ru:Старые Атаги,45.739742,43.118649,1427869172
Новые Атаги,Novye Atagi,,,,Новые Атаги,ru:Новые Атаги,45.770214,43.128609,1427869182
Чечен-Аул,Chechen-Aul,,,,Чечен-Аул,ru:Чечен-Аул,45.786777,43.196724,1427869188
Нягань,Nyagan,,,,Нягань,ru:Нягань,65.4349289,62.1445646,1430774947
Курчалой,Kurchaloy,RU,,Курчалоевский район,Курчалой,ru:Курчалой,46.090786,43.20005,1433086453
Наурская,Naurskaya,,,,Наурская,ru:Наурская,45.311901,43.650589,1433086456
Ножай-Юрт,Nozhay-Yurt,,,,Ножай-Юрт,ru:Ножай-Юрт,46.3798677,43.0945581,1433086457
Шелковская,Shelkovskaya,,,,Шелковская,ru:Шелковская,46.333469,43.506142,1433086458
Самашки,Samashki,,,,Самашки,ru:Самашки,45.297359,43.289406,1434470983
Плиево,Plievo,RU,Ингушетия,Назрановский район,Плиево,ru:Плиево,44.837652,43.283656,1434486491
Троицкая,Troitskaya,,,,Троицкая,ru:Троицкая (Ингушетия),44.9829101,43.3064687,1434486503
Яндаре,,,,,Яндаре,ru:Яндаре,44.9115114,43.2747324,1434486546
Экажево,Ekazhevo,,,,Экажево,ru:Экажево,44.818619,43.2080684,1434486585
Ассиновская,Assinovskaya,,,,Ассиновская,ru:Ассиновская,45.18013,43.238571,1434493614
Нестеровская,Nesterovskaya,,,,Нестеровская,ru:Нестеровская,45.0473614,43.2390843,1434536116
Юрты,Yurty,,,,Юрты,ru:Юрты (Иркутская область),97.635185,56.048733,1441741845
Глазуновка,Glazunovka,RU,Орловская область,Глазуновский район,Глазуновка,ru:Глазуновка,36.322838,52.499466,1444504020
